0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,target_log
-0.5012428834315438,-0.21175314070646087,-0.08871389638405093,-0.5170097847719344,0.2629720808034806,1.0695832519618276,-0.47613516400949574,-0.17550804785645474,1.914765677902483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.210440366976517
1.3065102834552393,1.8029913110885312,-0.35738686853985474,-0.5170097847719344,0.8371779792615676,2.7811881318648077,1.3708994856495667,-0.17550804785645474,2.8785670116732183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993961427306569
-1.1431395975112968,-0.9823532833976605,0.4434709446995112,1.9506548959955248,0.04887049345786668,0.29903099265373884,-1.1338556654579686,0.16382727575249917,1.215850680473403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294299608857235
-1.122294094370765,-0.9384299077354878,0.4090769866675574,-0.5170097847719344,0.11251925639937985,0.37057671034603684,-1.1106814764316397,-0.17550804785645474,1.3598362792951122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.601402334583733
0.8537059843309546,1.1917023274239098,-1.666103287048474,-0.5170097847719344,1.7858544265380982,2.2738901510456437,0.9082559979673128,-0.5148433714654117,2.155335830331542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61512051684126
1.3065102834552393,1.4452129939520675,-0.09660310554676796,0.2816663828065109,1.5305131634468185,2.141274303385833,1.2549429463899489,0.16382727575249917,1.0695540497310247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.294299608857235
1.3006289385197176,1.1858721494858067,-0.9496352086853938,-0.5170097847719344,0.03321579141834894,-0.7709152497562872,1.3648903423209928,-1.1935140186833224,-0.740001821202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.61512051684126
-0.5954901815847631,-0.6937509610855662,0.6719962852461169,-0.5170097847719344,0.08695802147212697,-0.7709152497562872,-0.5724304041531115,-1.5328493422922764,-0.740001821202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.90875477931522
-1.3788993139350991,-1.1313395327712883,-0.9001306455471355,-0.5170097847719344,-0.15414935116827366,0.3414636187278321,-1.372862586386448,-0.17550804785645474,1.7910740193019017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303304908059076
1.3638445160075185,1.3999829039185852,-1.3112121268725516,-0.5170097847719344,0.47583677608769587,1.7725397751289735,1.4294795595642165,-0.8541786950743655,0.40287857869644406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.303304908059076
-0.37234990678284735,-0.33423431265019576,1.1147026908475541,2.445688476993615,0.14725502213304448,0.4061853122082003,-0.485782237994366,0.5031625993614531,0.34609514428361393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.210440366976517
-1.094945578376217,-1.1888611556692705,-0.38949224975892044,-0.5170097847719344,-2.0827856226869956,-0.7709152497562872,-1.0827386922153204,1.181833246579364,-0.740001821202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303304908059076
0.14077106076218746,0.38829331717212373,0.04329555855960794,-0.5170097847719344,0.3203728917165945,1.4840744841861124,0.17982939033962542,-0.17550804785645474,1.6730208734332292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.517393171418904
